ToneOrder   AzOrder    TimeOrder     mtime     btime     rtime
        4         2       3.9238    0.7083    0.8921    2.3234
        1         1       3.9905    0.7083    0.7995    2.4827
        4         1       3.7238    0.0000    0.6423    3.0815
        1         2       3.7905    0.7083    0.8940    2.1881
        4         4       4.3238    1.4167    0.6418    2.2653
        4         7       4.4905    2.1250    0.5331    1.8323
        4         5       4.0905    1.4167    0.5575    2.1163
        4         4       3.9238    0.7083    0.7919    2.4236
        2         6       4.3238    1.4167    0.5807    2.3265
        2         7       3.9905    0.7083    0.5082    2.7740
        1         5       4.1905    1.4167    0.5827    2.1911
        2         3       4.2238    1.4167    0.7029    2.1043
        1         4       3.7905    0.7083    0.7780    2.3042
        3         2       4.2905    1.4167    0.8699    2.0039
        3         3       3.8905    0.7083    0.7663    2.4159
        4         5       4.0571    1.4167    0.5399    2.1006
        2         2       4.4238    2.1250    0.6938    1.6050
        3         1       3.8905    0.7083    0.5111    2.6710
        4         4       4.4571    2.1250    0.6141    1.7180
        3         4       3.7571    0.0000    0.9561    2.8011
        4         6       4.3238    1.4167    0.5188    2.3883
        2         6       3.5238    0.0000    0.6357    2.8881
        1         5       3.9238    0.7083    0.7263    2.4892
        4         4       3.7905    0.7083    0.8447    2.2375
        1         5       3.9905    0.7083    0.8824    2.3997
        2         6       3.8905    0.7083    0.7705    2.4116
        1         3       4.3571    2.1250    0.5515    1.6807
        1         4       3.9238    0.7083    0.5936    2.6219
        1         6       4.3238    1.4167    0.7196    2.1876
        1         3       4.3238    2.1250    0.6930    1.5058
        1         4       4.0571    0.7083    0.5738    2.7750
        4         6       4.1238    1.4167    0.5231    2.1840
        4         7       4.0571    0.7083    0.7192    2.6296
        3         7       3.7238    0.0000    0.8264    2.8974
        1         5       4.2905    1.4167    0.8402    2.0336
        4         4       4.0238    0.7083    0.6892    2.6263
        3         4       3.5571    0.0000    0.5643    2.9929
        3         7       4.5571    2.1250    0.7137    1.7185
        1         7       3.5238    0.0000    0.7904    2.7334
        3         4       4.5238    2.1250    0.5999    1.7989
        3         2       4.1571    1.4167    0.5310    2.2095
        2         5       4.5238    2.1250    0.8022    1.5966
        4         2       4.3571    2.1250    0.6266    1.6056
        2         3       3.8571    0.7083    0.6382    2.5106
        3         4       3.8905    0.7083    0.7069    2.4752
        4         4       3.5238    0.0000    0.7393    2.7845
        2         1       4.5238    2.1250    0.6726    1.7262
        4         1       3.5905    0.0000    0.7897    2.8008
        2         4       4.4905    2.1250    0.6034    1.7621
        3         4       3.7571    0.0000    0.5742    3.1830
        4         3       3.8571    0.7083    0.5727    2.5761
        3         5       4.1571    1.4167    0.7596    1.9809
        3         7       4.1238    1.4167    0.5499    2.1572
        2         4       4.5571    2.1250    0.6301    1.8020
        1         7       4.5238    2.1250    0.5020    1.8968
        1         4       4.5905    2.1250    0.7639    1.7016
        4         1       4.3185    2.1250    0.5081    1.6853
        3         4       4.4851    2.1250    0.6649    1.6953
        3         7       4.5518    2.1250    0.8072    1.6196
        4         6       3.9518    0.7083    0.8732    2.3702
        1         3       4.4518    2.1250    0.5449    1.7819
        3         6       4.4518    2.1250    0.5417    1.7851
        1         4       4.2185    1.4167    0.6262    2.1756
        4         2       4.2185    1.4167    0.5265    2.2753
        3         4       4.0851    1.4167    0.6341    2.0343
        2         3       3.8185    0.7083    0.6137    2.4964
        2         6       4.3851    2.1250    0.5356    1.7246
        2         5       3.8851    0.7083    0.5368    2.6400
        1         5       3.5518    0.0000    0.5520    2.9998
        1         6       3.9185    0.7083    0.9119    2.2982
        2         7       3.8851    0.7083    0.8775    2.2993
        1         5       4.0518    1.4167    0.6936    1.9416
        4         6       4.0185    0.7083    0.7200    2.5901
        4         6       3.6851    0.0000    0.6443    3.0409
        1         4       4.2185    1.4167    0.6107    2.1911
        3         7       4.5518    2.1250    0.7672    1.6596
        1         6       3.9518    0.7083    0.6045    2.6390
        3         3       4.3185    2.1250    0.5571    1.6363
        1         5       4.0518    1.4167    0.7533    1.8819
        4         4       3.7851    0.7083    0.6802    2.3965
        2         5       3.8851    0.7083    0.8694    2.3074
        2         3       4.2851    1.4167    0.6020    2.2665
        2         2       3.9851    0.7083    0.8562    2.4206
        2         3       3.9518    0.7083    0.5444    2.6990
        2         3       3.7518    0.0000    0.5606    3.1911
        2         5       4.2851    1.4167    0.8648    2.0037
        2         2       4.5518    2.1250    0.6153    1.8115
        4         5       4.3185    2.1250    0.5727    1.6208
        3         4       3.7518    0.7083    0.8738    2.1696
        1         2       4.1185    1.4167    0.5363    2.1655
        1         1       3.7518    0.7083    0.5235    2.5200
        1         3       4.1518    1.4167    0.5433    2.1918
        4         3       3.5185    0.0000    0.5162    3.0023
        4         6       4.3518    2.1250    0.6736    1.5532
        3         5       3.9185    0.7083    0.6880    2.5221
        4         5       3.5851    0.0000    0.5241    3.0611
        3         7       4.0851    1.4167    0.5060    2.1625
        4         5       4.0518    1.4167    0.6722    1.9629
        3         5       3.4851    0.0000    0.8783    2.6068
        2         4       3.8185    0.7083    0.7488    2.3613
        4         5       4.0185    0.7083    0.8582    2.4519
        4         3       4.2185    1.4167    0.5050    2.2968
        2         6       4.4851    2.1250    0.6877    1.6724
        2         3       4.4518    2.1250    0.6230    1.7038
        2         6       4.5518    2.1250    0.7714    1.6554
        3         4       4.2185    1.4167    0.7764    2.0254
        2         1       4.4851    2.1250    0.7132    1.6470
        4         3       4.2185    1.4167    0.8491    1.9527
        1         2       3.8851    0.7083    0.5231    2.6537
        2         2       3.5851    0.0000    0.6730    2.9122
        3         5       4.4518    2.1250    0.6287    1.6980
        3         6       3.8518    0.7083    0.5114    2.6321
        2         3       4.5685    2.1250    0.7479    1.6956
        2         5       4.3018    1.4167    0.8106    2.0745
        3         6       3.8351    0.7083    0.6969    2.4298
        2         7       4.0018    0.7083    0.8444    2.4490
        1         4       4.4351    2.1250    0.6681    1.6421
        2         4       3.7018    0.0000    0.8392    2.8626
        4         7       4.5018    2.1250    0.7640    1.6128
        3         5       4.2351    1.4167    0.6134    2.2051
        2         5       3.5351    0.0000    0.5764    2.9587
        2         5       3.6018    0.0000    0.5570    3.0448
        1         3       4.2685    1.4167    0.6808    2.1710
        1         6       4.4018    2.1250    0.7536    1.5232
        4         5       3.7685    0.7083    0.8081    2.2521
        2         4       3.7685    0.7083    0.7363    2.3238
        3         3       4.0018    0.7083    0.5217    2.7718
        1         4       3.8351    0.7083    0.8703    2.2565
        3         7       4.5351    2.1250    0.6497    1.7605
        2         4       4.5018    2.1250    0.7140    1.6628
        1         7       4.5018    2.1250    0.6616    1.7152
        2         4       4.5018    2.1250    0.7346    1.6421
        3         2       4.2351    1.4167    0.5113    2.3071
        3         3       3.8351    0.7083    0.7108    2.4160
        2         1       4.2685    1.4167    0.6688    2.1830
        2         2       3.8018    0.7083    0.5974    2.4960
        3         1       4.0018    0.7083    0.9202    2.3732
        1         2       3.9351    0.7083    0.9075    2.3193
        4         5       4.3685    2.1250    0.6045    1.6390
        4         4       3.8018    0.7083    0.7641    2.3294
        4         1       4.5351    2.1250    0.5483    1.8618
        3         2       3.7685    0.7083    0.5171    2.5430
        4         2       3.6685    0.0000    0.9181    2.7504
        2         2       3.7685    0.0000    0.8028    2.9657
        1         5       4.3685    2.1250    0.5236    1.7199
        4         2       4.3351    2.1250    0.6469    1.5632
        4         3       3.9351    0.7083    0.8842    2.3426
        2         2       3.8018    0.7083    0.5389    2.5545
        1         3       4.0018    0.7083    0.7130    2.5805
        1         1       4.3018    1.4167    0.5710    2.3141
        1         4       4.4351    2.1250    0.6585    1.6516
        3         3       3.8351    0.7083    0.7587    2.3681
        1         2       3.9685    0.7083    0.6102    2.6499
        4         1       3.9685    0.7083    0.6501    2.6100
