ToneOrder   AzOrder    TimeOrder     mtime     btime     rtime
        4         4       4.4387    2.1250    0.6551    1.6586
        3         7       4.3387    2.1250    0.5823    1.6313
        3         5       4.2054    1.4167    0.7345    2.0542
        4         6       3.9054    0.7083    0.9247    2.2723
        2         4       4.1054    1.4167    0.6149    2.0737
        4         7       4.4387    2.1250    0.6588    1.6549
        1         7       3.5387    0.0000    0.8209    2.7177
        2         4       4.5720    2.1250    0.5804    1.8667
        1         6       4.2054    1.4167    0.5528    2.2359
        2         7       3.9054    0.7083    0.5462    2.6509
        2         5       4.1054    1.4167    0.6578    2.0309
        4         5       3.5387    0.0000    0.9576    2.5811
        1         4       3.9387    0.7083    0.8955    2.3349
        4         2       4.3387    1.4167    0.7396    2.1824
        3         4       4.2054    1.4167    0.8650    1.9237
        1         3       4.0387    0.7083    0.6381    2.6923
        4         4       3.9387    0.7083    0.7028    2.5276
        1         2       4.3054    1.4167    0.5975    2.2912
        2         4       4.1720    1.4167    0.8106    1.9447
        4         2       4.0720    1.4167    0.8164    1.8390
        1         1       4.0387    0.7083    0.6909    2.6394
        4         4       4.5054    2.1250    0.8043    1.5760
        2         3       3.7720    0.7083    0.6607    2.4030
        1         2       4.0387    0.7083    0.9056    2.4248
        3         4       4.1387    1.4167    0.6331    2.0889
        4         5       3.8387    0.7083    0.9152    2.2152
        3         3       4.2054    1.4167    0.8584    1.9302
        1         6       4.6054    2.1250    0.7432    1.7372
        4         6       3.6720    0.0000    0.5986    3.0734
        1         6       3.6387    0.0000    0.8945    2.7442
        1         7       4.0387    0.7083    0.6881    2.6423
        4         7       3.5720    0.0000    0.6804    2.8916
        1         5       4.1387    1.4167    0.7912    1.9309
        1         3       4.2387    1.4167    0.5650    2.2570
        3         6       4.3387    2.1250    0.7833    1.4304
        3         3       4.5720    2.1250    0.6347    1.8124
        1         6       4.3387    2.1250    0.7001    1.5136
        3         5       4.0387    0.7083    0.9047    2.4257
        4         5       3.6720    0.0000    0.8692    2.8028
        1         2       4.6054    2.1250    0.6288    1.8516
        4         3       3.8720    0.7083    0.5042    2.6595
        2         4       3.9720    0.7083    0.6921    2.5715
        3         4       3.5054    0.0000    0.9656    2.5398
        2         6       4.1387    1.4167    0.6212    2.1008
        1         5       3.8054    0.7083    0.7593    2.3377
        3         4       4.0054    0.7083    0.7158    2.5813
        3         7       4.5720    2.1250    0.7945    1.6525
        2         6       4.0054    0.7083    0.6882    2.6088
        4         4       4.3054    1.4167    0.7001    2.1886
        1         5       3.9054    0.7083    0.5318    2.6653
        4         5       3.7054    0.0000    0.6798    3.0256
        3         4       3.9387    0.7083    0.8372    2.3932
        3         7       4.3720    2.1250    0.6275    1.6195
        2         6       4.0387    0.7083    0.6304    2.7000
        4         4       4.2054    1.4167    0.7962    1.9925
        4         6       4.1720    1.4167    0.5614    2.1940
        1         4       4.1595    1.4167    0.6633    2.0796
        4         1       4.4595    2.1250    0.5864    1.7481
        3         3       4.2262    1.4167    0.6195    2.1901
        4         1       4.1595    1.4167    0.8040    1.9388
        2         1       3.8262    0.0000    0.6656    3.1606
        1         1       3.5929    0.0000    0.5276    3.0652
        4         4       4.4262    2.1250    0.6281    1.6731
        3         3       3.9262    0.7083    0.7435    2.4744
        3         3       3.6929    0.0000    0.5211    3.1717
        4         5       4.1929    1.4167    0.7516    2.0246
        4         5       3.7262    0.0000    0.6349    3.0913
        3         5       3.7929    0.0000    0.7303    3.0626
        2         3       4.3595    1.4167    0.7664    2.1765
        2         5       4.2595    1.4167    0.6860    2.1568
        2         7       4.1262    1.4167    0.7085    2.0010
        1         7       3.6595    0.0000    0.7480    2.9116
        2         5       4.2595    1.4167    0.7128    2.1301
        4         5       3.7929    0.0000    0.9997    2.7931
        3         4       3.8595    0.7083    0.7315    2.4197
        3         5       3.9929    0.7083    0.9165    2.3680
        1         4       3.8595    0.7083    0.8316    2.3196
        3         3       3.9929    0.7083    0.7763    2.5082
        3         6       4.3929    2.1250    0.7825    1.4854
        2         5       4.0929    0.7083    0.5833    2.8012
        3         4       4.0262    0.7083    0.6555    2.6623
        2         1       4.3929    2.1250    0.6883    1.5795
        3         1       3.6929    0.0000    0.6871    3.0057
        2         3       4.2262    1.4167    0.6123    2.1972
        2         5       4.1595    1.4167    0.5597    2.1832
        1         7       4.1262    1.4167    0.6645    2.0450
        1         5       4.2929    1.4167    0.6792    2.1970
        2         6       4.0262    0.7083    0.7749    2.5429
        4         4       4.1595    1.4167    0.6620    2.0809
        2         4       3.6929    0.0000    0.8986    2.7942
        2         3       4.0262    0.7083    0.6466    2.6713
        3         5       4.2929    1.4167    0.5951    2.2811
        4         6       3.8929    0.7083    0.7360    2.4486
        1         5       3.9262    0.7083    0.6484    2.5695
        4         2       4.5929    2.1250    0.7598    1.7080
        2         4       4.1595    1.4167    0.5659    2.1769
        4         1       4.4929    2.1250    0.6150    1.7528
        2         4       4.5929    2.1250    0.8210    1.6468
        1         7       4.4595    2.1250    0.7357    1.5989
        2         7       3.5595    0.0000    0.9725    2.5871
        2         5       4.2595    1.4167    0.7796    2.0632
        2         4       3.9595    0.7083    0.8026    2.4486
        2         5       3.9929    0.7083    0.5666    2.7179
        3         6       3.9262    0.7083    0.7625    2.4554
        1         3       4.6595    2.1250    0.6241    1.9104
        3         5       4.2929    1.4167    0.8151    2.0611
        4         7       4.2929    1.4167    0.6895    2.1867
        4         6       4.0595    0.7083    0.5664    2.7848
        2         5       4.0262    0.7083    0.8080    2.5099
        1         4       3.9262    0.7083    0.8364    2.3815
        2         4       3.6929    0.0000    0.8612    2.8317
        3         2       4.1262    1.4167    0.6922    2.0173
        4         1       4.0077    0.7083    0.5662    2.7332
        2         1       3.6411    0.0000    0.8971    2.7440
        3         3       4.1411    1.4167    0.5699    2.1545
        2         1       4.3411    1.4167    0.5380    2.3864
        2         2       4.0744    0.7083    0.6934    2.6726
        3         5       4.6744    2.1250    0.7244    1.8250
        1         3       4.1744    1.4167    0.7641    1.9936
