ToneOrder   AzOrder    TimeOrder     mtime     btime     rtime
        3         6       5.0042    3.5417    0.6282    0.8343
        3         5       3.9042    0.7083    0.7576    2.4383
        3         3       4.1042    1.4167    0.8380    1.8495
        1         5       4.1375    1.4167    0.8465    1.8743
        2         5       3.5708    0.0000    0.8191    2.7517
        3         5       3.6042    0.0000    0.9327    2.6715
        4         2       4.3375    2.1250    0.6493    1.5632
        2         3       3.8042    0.7083    0.5243    2.5715
        4         3       3.5708    0.0000    0.8666    2.7042
        2         5       4.2042    1.4167    0.5880    2.1995
        4         7       4.0375    1.4167    0.7798    1.8410
        4         6       3.7708    0.7083    0.7051    2.3574
        3         4       4.2708    1.4167    0.7752    2.0790
        1         5       3.7708    0.7083    0.8472    2.2153
        3         3       4.2708    1.4167    0.7225    2.1317
        3         6       4.5375    2.1250    0.6648    1.7477
        4         3       4.4042    2.1250    0.6710    1.6082
        1         6       4.4042    2.1250    0.6196    1.6595
        1         7       4.0042    0.7083    0.5155    2.7804
        2         5       4.3042    1.4167    0.8205    2.0670
        1         2       4.5375    2.1250    0.5297    1.8828
        4         5       4.4375    2.1250    0.7753    1.5372
        3         7       4.1375    1.4167    0.7391    1.9817
        3         4       4.3042    2.1250    0.7634    1.4158
        4         3       3.9375    0.7083    0.6392    2.5900
        4         5       4.1708    1.4167    0.6145    2.1396
        1         4       3.8042    0.7083    0.8659    2.2299
        4         7       4.5708    2.1250    0.5706    1.8752
        2         5       4.1708    1.4167    0.7901    1.9641
        3         2       4.4708    2.1250    0.5677    1.7781
        3         4       4.1375    1.4167    0.6630    2.0579
        4         5       3.9708    0.7083    0.6490    2.6135
        4         2       4.5375    2.1250    0.7286    1.6839
        3         5       4.5708    2.1250    0.6904    1.7555
        4         6       3.8708    0.7083    0.6440    2.5185
        3         7       3.7375    0.7083    0.5215    2.5077
        4         4       4.4708    2.1250    0.6145    1.7314
        2         4       3.6375    0.0000    0.6784    2.9591
        1         7       4.3042    2.1250    0.6528    1.5264
        4         4       4.4375    2.1250    0.5028    1.8097
        3         4       3.5708    0.0000    0.6050    2.9659
        2         6       4.2375    1.4167    0.7258    2.0950
        2         7       3.7708    0.7083    0.6909    2.3716
        4         5       4.0708    1.4167    0.6265    2.0277
        1         3       4.2708    1.4167    0.6220    2.2321
        4         3       3.5708    0.0000    0.6819    2.8889
        2         3       3.6708    0.0000    0.7046    2.9663
        1         4       3.8375    0.7083    0.5500    2.5792
        1         6       4.2042    1.4167    0.6547    2.1328
        3         3       4.4375    2.1250    0.7767    1.5358
        4         3       3.7042    0.0000    0.6138    3.0904
        3         3       3.5375    0.0000    0.8606    2.6769
        3         5       4.2375    1.4167    0.7137    2.1072
        3         6       3.7708    0.7083    0.6757    2.3868
        2         5       3.7708    0.7083    0.7366    2.3259
        2         6       3.9375    0.7083    0.6041    2.6251
        2         4       4.3208    1.4167    0.5453    2.3589
        4         4       3.6875    0.0000    0.8174    2.8701
        3         6       4.0542    1.4167    0.6073    2.0302
        1         5       3.9542    0.7083    0.7244    2.5214
        2         4       3.9875    0.7083    0.5145    2.7647
        3         1       4.5875    2.1250    0.5157    1.9468
        1         4       4.5542    2.1250    0.5609    1.8682
        2         7       4.4875    2.1250    0.5547    1.8078
        1         6       3.8542    0.7083    0.7255    2.4203
        4         5       3.8542    0.7083    0.8499    2.2959
        1         2       4.3208    2.1250    0.7934    1.4024
        1         5       4.3542    2.1250    0.5592    1.6699
        1         4       3.9542    0.7083    0.6082    2.6376
        1         5       3.8208    0.7083    0.6088    2.5037
        3         5       3.7208    0.0000    0.5578    3.1631
        2         4       3.8208    0.7083    0.8882    2.2243
        1         6       4.0875    1.4167    0.5617    2.1091
        4         6       3.6542    0.0000    0.6360    3.0181
        3         7       3.8875    0.7083    0.8939    2.2853
        2         4       4.5875    2.1250    0.6694    1.7931
        1         1       4.4208    2.1250    0.7656    1.5302
        1         3       4.2542    1.4167    0.5974    2.2401
        2         4       3.9542    0.7083    0.5046    2.7412
        1         4       3.4875    0.0000    0.5340    2.9535
        3         5       3.8208    0.7083    0.5795    2.5330
        2         2       4.4875    2.1250    0.6613    1.7012
        4         1       3.9208    0.7083    0.5428    2.6697
        4         4       4.4542    2.1250    0.7578    1.5714
        3         3       3.9208    0.7083    0.8644    2.3481
        4         6       4.4208    2.1250    0.7388    1.5570
        3         4       4.2208    1.4167    0.5977    2.2065
        2         3       3.7875    0.7083    0.6788    2.4003
